tempo,x,y,referencia,ang_control,angulo
1541268307.4864488,150.6,10,160,0,86.4141535839988
1541268307.5170424,142.8,10,160,0,83.45865362293404
1541268307.545487,134.4,10,160,0,80.3148344836474
1541268307.5790203,125.6,10,160,0,77.08351884181857
1541268307.6099486,117,10,160,0,74.00416768647709
1541268307.6410303,108.8,10,160,0,71.15351634238509
1541268307.6722522,101.4,10,160,0,68.66106946447132
1541268307.7030969,95,10,160,0,66.5713071912546
1541268307.7354226,89.6,11,160,0,64.71005149781786
1541268307.766481,85,11,160,0,63.28134120297263
1541268307.797576,81.4,11,160,0,62.18760106524712
1541268307.8283696,78.6,11,160,0,61.351835116520974
1541268307.8595955,76.6,11,160,0,60.76288436506673
1541268307.893566,75,11,160,0,60.29654731443007
1541268307.923614,73.6,11,160,0,59.89202197972996
1541268307.953421,72.4,11,160,0,59.54790084843952
1541268307.9842525,71.2,11,160,0,59.2061928790783
1541268308.015705,70.2,12,160,0,58.752434715665274
1541268308.048796,69.8,12,160,0,58.63938611322755
1541268308.0789843,69.6,12,160,0,58.58296352983672
1541268308.109372,69.6,12,160,0,58.58296352983672
1541268308.1406457,69.8,12,160,0,58.63938611322755
1541268308.1722038,70.2,12,160,0,58.752434715665274
1541268308.2049732,70.8,12,160,0,58.92251638522109
1541268308.2352302,72,11,160,0,59.433730110445495
1541268308.2664425,74.2,11,160,0,60.064987684208624
1541268308.2976928,78.8,11,160,0,61.41109833490368
1541268308.3292,85,10,160,0,63.43494882292201
1541268308.3601387,93,10,160,0,65.93127669812515
1541268308.387634,100.4,10,160,0,68.33042594484223
1541268308.4124067,111.4,10,160,0,72.04767569063972
1541268308.4392424,120,10,160,0,75.06858282186245
1541268308.466968,129.2,11,160,0,78.32080362919679
1541268308.4941695,139.4,11,160,0,82.12847029964426
1541268308.5193858,150.8,11,160,0,86.46675955099137
1541268308.546176,159.4,12,160,0,89.76772108530798
1541268308.572894,169.8,12,160,0,93.78837935681621
1541268308.5977879,177.8,12,160,0,96.85803844650887
1541268308.6249812,183.8,12,160,0,99.13556763086085
1541268308.652586,190.2,13,160,0,101.6094372186135
1541268308.6761005,196.6,13,160,0,103.98120431145263
1541268308.703037,202.4,14,160,0,106.1938762202991
1541268308.730406,209.6,14,160,0,108.76396116763637
1541268308.7626672,215.6,14,160,0,110.84793009389472
1541268308.7946827,222,15,160,0,113.15088379735155
1541268308.8295593,227.6,15,160,0,114.99525773427789
1541268308.8654406,232.8,16,160,0,116.81913279096923
1541268308.8975952,237.4,16,160,0,118.25802961470689
1541268308.9235659,242.4,16,160,0,119.77914910356984
1541268308.9501488,245.6,16,160,0,120.72913139181603
1541268308.9762895,248,16,160,0,121.42956561483851
1541268309.0041292,249.6,16,160,0,121.89079180184571
1541268309.0327635,250.6,17,160,0,122.35697468668369
1541268309.0614903,251.2,17,160,0,122.52819268577659
1541268309.0899296,251.6,17,160,0,122.64197678404697
1541268309.115984,252,17,160,0,122.75547212975015
1541268309.1481273,252.6,18,160,0,123.10888027274676
1541268309.1745393,253.2,18,160,0,123.27841322814021
1541268309.2102878,254,17,160,0,123.31862521260899
1541268309.2406948,254.8,17,160,0,123.54187314707059
1541268309.2724354,255.4,18,160,0,123.8944290376404
1541268309.3045287,255,18,160,0,123.78308007335261
1541268309.338412,253.6,19,160,0,123.57739160532782
1541268309.3704472,251.2,19,160,0,122.89513249790966
1541268309.4008234,247.4,18,160,0,121.61200450771324
1541268309.4306715,241.8,18,160,0,119.94436625061844
1541268309.461027,235.4,17,160,0,117.80145877993414
1541268309.4910488,227.8,17,160,0,115.36684044436149
1541268309.522322,219,16,160,0,112.28000271854232
1541268309.552642,209.4,15,160,0,108.81344557640818
1541268309.5860443,199.4,14,160,0,105.10225942893251
1541268309.617967,188.6,14,160,0,101.08334871119031
1541268309.6496756,177.6,13,160,0,96.82740354886712
1541268309.6815667,166,13,160,0,92.33730585912382
1541268309.7127886,154.2,13,160,0,87.74052219702372
1541268309.7451863,142.2,12,160,0,83.14196155349113
1541268309.7768881,130.4,12,160,0,78.69006752597979
1541268309.80812,118.8,12,160,0,74.4439471085685
1541268309.8338432,108.4,12,160,0,70.77895986512998
1541268309.8595312,99,12,160,0,67.60039645422187
1541268309.885589,91.2,12,160,0,65.06793882519494
1541268309.9109223,85.6,12,160,0,63.31120003151555
1541268309.9408545,81.2,12,160,0,61.96771497974517
1541268309.9700577,77.6,12,160,0,60.892830980337365
1541268309.9995759,74.8,12,160,0,60.072012535418935
1541268310.0287013,72.2,12,160,0,59.32174927461173
1541268310.0570982,69,12,160,0,58.41410249613328
1541268310.0819125,66,12,160,0,57.578935237493056
1541268310.105773,62.8,12,160,0,56.704821944769755
1541268310.1351924,60.2,12,160,0,56.00725404304584
1541268310.1609948,57.6,12,160,0,55.320954362497716
1541268310.1887898,55.2,12,160,0,54.69738049753246
1541268310.2187681,53.4,11,160,0,54.41869598840092
1541268310.243392,52.2,12,160,0,53.9312146388425
1541268310.2745793,51,12,160,0,53.62885606302492
1541268310.2995875,50.4,12,160,0,53.47855197356996
1541268310.3260827,50.4,12,160,0,53.47855197356996
1541268310.3537548,52,12,160,0,53.88065915052025
1541268310.379717,53.8,12,160,0,54.338004821527825
1541268310.4082055,57.4,12,160,0,55.26862662280635
1541268310.4368496,63.6,12,160,0,56.921736011754405
1541268310.4662867,70.2,12,160,0,58.752434715665274
1541268310.4925168,75.8,12,160,0,60.36363330723667
1541268310.5168417,82.2,12,160,0,62.270187085425
1541268310.5492215,87,12,160,0,63.7454920124279
1541268310.5779278,89.2,12,160,0,64.43455564874247
1541268310.6086197,92.4,12,160,0,65.45112936215217
1541268310.6351094,95.2,12,160,0,66.3543773648981
1541268310.6612484,97.2,12,160,0,67.00730653360641
1541268310.6953058,99.4,12,160,0,67.73288960286763
1541268310.7240405,101.4,12,160,0,68.39911155513755
1541268310.7507129,102.2,12,160,0,68.66733935466577
1541268310.777683,103,12,160,0,68.93655154786964
1541268310.803127,104.2,12,160,0,69.34220124610745
1541268310.826998,105,13,160,0,69.48668093171604
1541268310.8505342,107.6,13,160,0,70.3807509771112
1541268310.8780808,109.8,13,160,0,71.14513848722295
1541268310.9053864,111.8,13,160,0,71.84614023600507
1541268310.9319959,113.4,13,160,0,72.41103073750745
1541268310.9551046,115,13,160,0,72.97947438848014
1541268310.9831326,115,13,160,0,72.97947438848014
1541268311.0067143,114.8,13,160,0,72.9082272942261
1541268311.0334,114.6,13,160,0,72.83703464153336
1541268311.0597885,114.4,13,160,0,72.76589658760494
1541268311.085498,108.2,14,160,0,70.46559380709253
1541268311.1107,102.2,14,160,0,68.40186229389745
1541268311.1360629,96.6,14,160,0,66.5272690926186
1541268311.1611233,91,14,160,0,64.70445359967344
1541268311.1876786,85.4,14,160,0,62.93483469831211
1541268311.2141426,88,14,160,0,63.749757630311116
1541268311.2409747,91.8,14,160,0,64.96162651259172
1541268311.2657435,96.2,14,160,0,66.3953311499417
1541268311.2909832,100.6,14,160,0,67.86108393491342
1541268311.315443,105,14,160,0,69.3579896843628
1541268311.3420312,107.6,13,160,0,70.3807509771112
1541268311.3684886,109.2,13,160,0,70.93596460444596
1541268311.3912141,110.6,12,160,0,71.54182629812581
1541268311.4205933,112.8,13,160,0,72.19877627416129
1541268311.4471002,115.8,14,160,0,73.15685105914845
1541268311.471408,118.4,14,160,0,74.09607769263934
1541268311.498658,121,16,160,0,74.8459319496874
1541268311.5246596,123.4,20,160,0,75.34914217786768
1541268311.549098,123.8,24,160,0,75.09480754518357
1541268311.5765445,123.6,28,160,0,74.58340245862907
1541268311.5997782,123.6,31,160,0,74.24249694309998
1541268311.6266139,123.2,31,160,0,74.07807154790333
1541268311.6529367,122.6,34,160,0,73.46777403513877
1541268311.6777453,123.4,37,160,0,73.42904883308616
1541268311.7016642,124.2,38,160,0,73.64606289765362
1541268311.7248933,125.2,39,160,0,73.9545897480953
1541268311.751232,126.2,39,160,0,74.39288707990916
1541268311.778601,127.6,40,160,0,74.89042487765953
1541268311.8023386,129,40,160,0,75.51526643967703
1541268311.8260586,130.4,40,160,0,76.14364849830146
1541268311.8496878,131.8,41,160,0,76.66827047446188
1541268311.8774211,133.2,41,160,0,77.30816010196777
1541268311.9042428,134.2,41,160,0,77.76721274722873
1541268311.9285963,134.8,43,160,0,77.84505830277779
1541268311.9555833,135,43,160,0,77.9386905429555
1541268311.980243,134.4,43,160,0,77.65799185200295
1541268312.0041234,133.8,43,160,0,77.37789365508877
1541268312.0303483,132.6,42,160,0,76.92739122870275
1541268312.0574913,131.8,42,160,0,76.55937292769961
1541268312.0829573,131,41,160,0,76.30412349559099
1541268312.1057646,129.8,40,160,0,75.87391610470208
1541268312.1356578,128.6,40,160,0,75.33637377573707
1541268312.1606958,129.2,41,160,0,75.48894049983093
1541268312.1867836,129.4,41,160,0,75.57922687248902
1541268312.2142656,129.2,41,160,0,75.48894049983093
1541268312.2395926,130.8,42,160,0,76.1009369072492
1541268312.267896,133.2,42,160,0,77.20412892066241
1541268312.293767,134.4,43,160,0,77.65799185200295
1541268312.3185947,135.8,43,160,0,78.3138695210422
1541268312.3467999,138.2,43,160,0,79.44540648741967
1541268312.374384,139.8,43,160,0,80.20447430110357
1541268312.40312,140.8,44,160,0,80.60176700407399
1541268312.42656,141.6,44,160,0,80.98679564435727
1541268312.451687,142.6,44,160,0,81.46923439005187
1541268312.4759388,143.4,44,160,0,81.8560681072487
1541268312.5031054,144,44,160,0,82.14668669802178
1541268312.5307982,144.8,44,160,0,82.53480914387859
1541268312.5572872,145.6,44,160,0,82.9236218223632
1541268312.5813835,146.2,44,160,0,83.21566382097816
1541268312.6071415,146.6,44,160,0,83.41055638805398
1541268312.6303313,147,46,160,0,83.49437335431632
1541268312.6583924,147,46,160,0,83.49437335431632
1541268312.6856947,147,47,160,0,83.43730149106253
1541268312.7129123,147,48,160,0,83.37922391768502
1541268312.7381444,147.2,49,160,0,83.42197380874099
1541268312.764464,147.4,49,160,0,83.52387546164881
1541268312.787581,147.6,50,160,0,83.56835457355601
1541268312.8156126,147.8,50,160,0,83.6712422550385
1541268312.8430636,147.8,50,160,0,83.6712422550385
1541268312.8676088,147.8,49,160,0,83.72780163140455
1541268312.892257,147.6,49,160,0,83.62581827616343
1541268312.9197905,147.4,49,160,0,83.52387546164881
1541268312.9435925,147,48,160,0,83.37922391768502
1541268312.9706113,146.8,48,160,0,83.27829088003979
1541268312.9977667,146.6,48,160,0,83.17739973614222
1541268313.0234404,146.6,48,160,0,83.17739973614222
1541268313.0508194,146.8,48,160,0,83.27829088003979
1541268313.075187,147.2,48,160,0,83.480198248343
1541268313.1035757,147.8,47,160,0,83.8379523501161
1541268313.1282804,148.2,47,160,0,84.0385073473442
1541268313.1556737,148.6,48,160,0,84.1881239920157
1541268313.1830363,148.8,48,160,0,84.28940686250037
1541268313.20637,149,48,160,0,84.39072555355419
1541268313.232451,148.8,48,160,0,84.28940686250037
1541268313.2552578,148.6,48,160,0,84.1881239920157
1541268313.2827668,148.4,48,160,0,84.08687755575193
1541268313.31074,148.2,48,160,0,83.98566816600909
1541268313.337971,148,48,160,0,83.8844964337146
1541268313.3612242,148,48,160,0,83.8844964337146
1541268313.3877082,148,48,160,0,83.8844964337146
1541268313.4104397,148,48,160,0,83.8844964337146
1541268313.437449,148,48,160,0,83.8844964337146
1541268313.465557,148,48,160,0,83.8844964337146
1541268313.4905403,148,48,160,0,83.8844964337146
1541268313.5158696,148,48,160,0,83.8844964337146
1541268313.542696,148,48,160,0,83.8844964337146
1541268313.5672526,148.2,48,160,0,83.98566816600909
1541268313.5945306,148.4,48,160,0,84.08687755575193
1541268313.622135,148.6,48,160,0,84.1881239920157
1541268313.6493351,148.8,48,160,0,84.28940686250037
1541268313.6737595,149,48,160,0,84.39072555355419
1541268313.6988344,149,48,160,0,84.39072555355419
1541268313.7235727,149,48,160,0,84.39072555355419
1541268313.7508245,149.2,49,160,0,84.44276779044917
1541268313.778913,149.4,49,160,0,84.54505294180198
1541268313.805177,149.6,49,160,0,84.64737298011052
1541268313.8298273,149.8,49,160,0,84.74972727026696
1541268313.856072,150.2,49,160,0,84.9545360592163
1541268313.880008,150.4,49,160,0,85.05698928138648
1541268313.9074671,150.6,49,160,0,85.15947420220513
1541268313.9352558,150.8,49,160,0,85.2619901802957
1541268313.9630048,151,49,160,0,85.36453657309735
1541268313.988543,151,49,160,0,85.36453657309735
1541268314.0137618,151,49,160,0,85.36453657309735
1541268314.0371025,151,49,160,0,85.36453657309735
1541268314.0645401,151,49,160,0,85.36453657309735
1541268314.0914762,151,49,160,0,85.36453657309735
1541268314.1182246,151.2,49,160,0,85.46711273688865
1541268314.1425378,151.4,49,160,0,85.56971802681086
1541268314.169388,151.6,49,160,0,85.67235179689182
1541268314.1926103,151.8,49,160,0,85.77501340006958
1541268314.2195888,152,49,160,0,85.87770218821636
1541268314.2472405,152,49,160,0,85.87770218821636
1541268314.2749598,152,48,160,0,85.91438322002513
1541268314.2986796,152,48,160,0,85.91438322002513
1541268314.3250337,152,48,160,0,85.91438322002513
1541268314.3481026,152,48,160,0,85.91438322002513
1541268314.374838,152,48,160,0,85.91438322002513
1541268314.4016948,152,48,160,0,85.91438322002513
1541268314.4267008,152,48,160,0,85.91438322002513
1541268314.4523976,152,48,160,0,85.91438322002513
1541268314.478413,152.2,48,160,0,86.01619056473749
1541268314.5027227,152.4,48,160,0,86.11802311227379
1541268314.530657,152.6,48,160,0,86.21988022841292
1541268314.5568216,152.8,48,160,0,86.32176127800663
1541268314.5827613,153,48,160,0,86.42366562500266
1541268314.6091888,153,48,160,0,86.42366562500266
1541268314.63532,153,48,160,0,86.42366562500266
1541268314.6602776,153,48,160,0,86.42366562500266
1541268314.6873512,153,48,160,0,86.42366562500266
1541268314.7148244,153,48,160,0,86.42366562500266
1541268314.740572,152.8,48,160,0,86.32176127800663
1541268314.7670584,152.4,48,160,0,86.11802311227379
1541268314.7914057,152,48,160,0,85.91438322002513
1541268314.8159637,151.6,48,160,0,85.71084667118097
1541268314.8429642,151,49,160,0,85.36453657309735
1541268314.8706872,150.6,49,160,0,85.15947420220513
1541268314.897553,151,49,160,0,85.36453657309735
1541268314.9237568,152.6,50,160,0,86.15135549480311
1541268314.9503686,155.6,50,160,0,87.70938995736147
1541268314.974088,159.6,50,160,0,89.79165262919379
1541268315.0016768,163.6,50,160,0,91.87446556260451
1541268315.0289934,167.4,50,160,0,93.84864450519689
1541268315.053811,170.6,51,160,0,95.55441749436069
1541268315.0792525,172.8,51,160,0,96.69763713169024
1541268315.1049976,174.6,51,160,0,97.62907178621985
1541268315.1296966,176.4,51,160,0,98.55646800348383
1541268315.1565757,178.2,51,160,0,99.47936944927
1541268315.183711,179.8,51,160,0,100.29559476861827
1541268315.2089467,181.2,52,160,0,101.10574310498563
1541268315.235666,182,52,160,0,101.51383118448702
1541268315.2614415,182.8,52,160,0,101.92073853992231
1541268315.2864523,183.2,52,160,0,102.12373824778938
1541268315.3131132,183.2,52,160,0,102.12373824778938
1541268315.340602,183,52,160,0,102.02227668618352
1541268315.365586,183,52,160,0,102.02227668618352
1541268315.391695,183.2,52,160,0,102.12373824778938
1541268315.416116,183.4,52,160,0,102.22512267573575
1541268315.4410377,183.6,52,160,0,102.32642942378494
1541268315.4684305,184,52,160,0,102.52880770915151
1541268315.4951832,184.4,52,160,0,102.73086878980641
1541268315.5207355,184.8,52,160,0,102.93260839673952
1541268315.5496662,185.4,52,160,0,103.23460581740547
1541268315.5783374,186.4,51,160,0,103.61495856375788
1541268315.6097403,187.4,51,160,0,104.11042872579694
1541268315.6393948,188.8,51,160,0,104.80047058973442
1541268315.6631236,190.4,51,160,0,105.58373761426787
1541268315.6896644,191.8,51,160,0,106.26424161237864
1541268315.717287,193.2,50,160,0,106.79476895294349
1541268315.7430298,194.8,50,160,0,107.5554774259112
1541268315.7667613,196.2,50,160,0,108.21590540258634
1541268315.7913427,197.6,49,160,0,108.71323158643769
1541268315.8155475,199,49,160,0,109.35899417569472
1541268315.8425062,200.4,49,160,0,109.99968276315978
1541268315.866172,201.8,49,160,0,110.63519860451399
1541268315.8911388,203.4,51,160,0,111.71072298482042
1541268315.9164138,204.8,51,160,0,112.34311202964162
1541268315.9406497,206.2,51,160,0,112.96981532500622
1541268315.9683337,207.6,52,160,0,113.78504218622918
1541268315.995329,209,53,160,0,114.60512391795162
1541268316.0202744,210.2,53,160,0,115.13403864202549
1541268316.0457642,211.6,54,160,0,115.95646942695691
1541268316.0715885,213.4,54,160,0,116.73775835411507
1541268316.096691,214.8,54,160,0,117.3381107331073
1541268316.1235626,216.2,55,160,0,118.15738628028527
1541268316.149539,217.8,55,160,0,118.83173671283978
1541268316.174264,219,59,160,0,120.29169610031725
1541268316.1998158,220.2,59,160,0,120.79661645917658
1541268316.2235694,221.6,60,160,0,121.63306930368316
1541268316.2508407,222.6,60,160,0,122.04656615122524
1541268316.276893,223.6,60,160,0,122.45636035239824
1541268316.3030114,225,59,160,0,122.76388849058367
1541268316.3284874,226.6,59,160,0,123.4010953890219
1541268316.353789,228.4,58,160,0,123.8453402610717
1541268316.378656,230.2,58,160,0,124.53712082882393
1541268316.4056911,231.8,57,160,0,124.87986626471887
1541268316.4319255,233.4,57,160,0,125.47448394313608
1541268316.4571152,234.6,57,160,0,125.91475608860895
1541268316.4836545,235.6,57,160,0,126.27794603338509
1541268316.5096245,237,56,160,0,126.51567786502959
1541268316.5341606,238.2,56,160,0,126.9403504594143
1541268316.5619142,239,56,160,0,127.22086280908565
1541268316.5897367,239.8,56,160,0,127.49930414319212
1541268316.6148584,240.6,56,160,0,127.77568430595466
1541268316.6409454,241.2,56,160,0,127.98162284106829
1541268316.6673226,241.8,56,160,0,128.18641197215092
1541268316.692235,242.4,56,160,0,128.39005610637003
1541268316.7200284,242.8,56,160,0,128.5251849597405
1541268316.7461727,243.2,56,160,0,128.65980825409008
1541268316.7717142,243.4,56,160,0,128.72693073921374
1541268316.7997594,243.8,56,160,0,128.86079823710983
1541268316.8256266,244.2,56,160,0,128.99416358277512
1541268316.8494687,244.6,56,160,0,129.12702815932442
1541268316.8762596,244.8,56,160,0,129.19327309446842
1541268316.9027104,245,56,160,0,129.2593933610481
1541268316.9242446,245,56,160,0,129.2593933610481
1541268316.9345815,244.8,56,160,0,129.19327309446842
1541268316.947371,244.6,56,160,0,129.12702815932442
1541268316.9584792,244.4,56,160,0,129.06065838030435
1541268316.9695804,244,56,160,0,128.9275435927923
1541268316.982035,243.6,56,160,0,128.79392734319006
1541268316.992841,243,57,160,0,128.862744050738
1541268317.0036247,242.4,57,160,0,128.65980825409008
1541268317.0166245,241.8,57,160,0,128.45571586327515
1541268317.0330338,240.8,58,160,0,128.38474661536355
1541268317.0593896,239.8,58,160,0,128.03795373439073
1541268317.0849814,238.2,59,160,0,127.74909364876603
1541268317.1100824,235.6,61,160,0,127.3666694127687
1541268317.1350992,232,63,160,0,126.5853182996934
1541268317.159155,229,63,160,0,125.42577211490817
1541268317.1855252,225.4,63,160,0,123.98890482308983
1541268317.211809,222.2,62,160,0,122.40304615995592
1541268317.235365,219.6,60,160,0,120.79494211334472
1541268317.2611923,217.4,60,160,0,119.85582393273356
1541268317.2857141,215.2,60,160,0,118.89869760084157
1541268317.3129702,213.2,59,160,0,117.77724179321943
1541268317.3393943,211.2,57,160,0,116.4313909696634
1541268317.3648431,209.2,56,160,0,115.31775071878857
1541268317.3962567,207.4,56,160,0,114.5020388237471
1541268317.422522,205.2,55,160,0,113.29072699673506
1541268317.44758,202.8,54,160,0,111.9875549636962
1541268317.471507,201,54,160,0,111.14609417940768
1541268317.4971838,199.2,54,160,0,110.29496435276283
1541268317.522428,197.2,54,160,0,109.33818583104461
1541268317.547701,195.2,54,160,0,108.37006121814515
1541268317.57121,193.2,54,160,0,107.39094994555069
1541268317.5980828,191.2,54,160,0,106.4012452939359
1541268317.6259525,189.2,53,160,0,105.26418018954129
1541268317.6522818,187.2,53,160,0,104.2628073202642
1541268317.6778867,185.2,53,160,0,103.25245777927387
1541268317.7033286,183.2,53,160,0,102.23364680378417
1541268317.7266161,180.8,53,160,0,101.00067434287091
1541268317.7530224,178.8,53,160,0,99.96520808531788
1541268317.7788365,176.8,53,160,0,98.923124657777
1541268317.8047376,174.6,52,160,0,97.69886793137842
1541268317.8280082,172.2,51,160,0,96.38634218257687
1541268317.85386,169.6,51,160,0,95.03324643507749
1541268317.8781493,167,51,160,0,93.67449952082966
1541268317.9045417,164.2,50,160,0,92.18659487204494
1541268317.9301565,161.4,50,160,0,90.72917964200208
1541268317.9535005,159,50,160,0,89.47914362549805
1541268317.9789224,156.8,49,160,0,88.34868714791835
1541268318.0033302,154.6,49,160,0,87.21483357788566
1541268318.0286717,152.8,49,160,0,86.28871619197912
1541268318.0520406,151.2,49,160,0,85.46711273688865
1541268318.0774062,149.8,50,160,0,84.70226788103534
1541268318.100569,148.6,50,160,0,84.08319656152538
1541268318.1270213,147.4,50,160,0,83.46550852978655
1541268318.1533573,146.4,50,160,0,82.95192511717516
1541268318.1802654,145.6,50,160,0,82.54187240717684
1541268318.2043188,144.8,50,160,0,82.13258659260616
1541268318.2399018,144,50,160,0,81.7241071729248
1541268318.2674193,143,50,160,0,81.2147012821154
1541268318.30155,142.2,50,160,0,80.80817813460813
1541268318.3381207,141.4,50,160,0,80.40258631342314
1541268318.3728068,140.8,50,160,0,80.09902609523502
1541268318.405296,140.2,50,160,0,79.79602627826831
1541268318.4371479,139.8,50,160,0,79.59434532197237
1541268318.4697738,139.4,50,160,0,79.39292476086153
1541268318.4984896,139,50,160,0,79.19176905968021
1541268318.5325184,138.6,50,160,0,78.99088264532264
1541268318.5765617,138.6,50,160,0,78.99088264532264
1541268318.6073794,138.6,50,160,0,78.99088264532264
1541268318.6418784,138.6,50,160,0,78.99088264532264
1541268318.6764338,138.8,50,160,0,79.09129191645921
1541268318.7090607,139.2,50,160,0,79.29231352520603
1541268318.7439263,139.4,50,160,0,79.39292476086153
1541268318.7788744,139.8,50,160,0,79.59434532197237
1541268318.8147974,140.4,50,160,0,79.89696299914846
1541268318.8502543,141.4,51,160,0,80.31619654794497
1541268318.8871255,142.6,50,160,0,81.01132564595278
1541268318.9207973,144.4,50,160,0,81.92824363332664
1541268318.9535496,146.4,50,160,0,82.95192511717516
1541268318.9876857,148.6,50,160,0,84.08319656152538
1541268319.0211093,150.8,50,160,0,85.21911612516806
1541268319.0565073,153,50,160,0,86.35881474209866
1541268319.0848727,155.2,50,160,0,87.50140561058132
1541268319.1190681,157.4,50,160,0,88.64598823509826
1541268319.152659,159.8,51,160,0,89.89487024731451
1541268319.1832566,162.4,51,160,0,91.26135463620373
1541268319.214539,165,51,160,0,92.62640563829075
1541268319.2504008,167.4,51,160,0,93.88384559804149
1541268319.285571,170,51,160,0,95.24181994697956
1541268319.3177166,172.6,52,160,0,96.6544250460066
1541268319.353849,175,52,160,0,97.90716270295846
1541268319.3888767,177.6,51,160,0,99.17226266942076
1541268319.4242902,180.6,50,160,0,100.60707523913847
1541268319.4561558,183.4,50,160,0,102.00935789119568
1541268319.4864366,186,49,160,0,103.18296515854084
1541268319.5176945,188.4,49,160,0,104.35158538700989
1541268319.5523648,190.6,49,160,0,105.41223653458138
1541268319.584035,192.4,50,160,0,106.4120977263784
1541268319.614399,194,50,160,0,107.17590361574675
1541268319.6453912,195.4,50,160,0,107.83911928366257
1541268319.6781805,196.8,50,160,0,108.49743056425322
1541268319.7150726,198,51,160,0,109.2197734259139
1541268319.7469022,199,51,160,0,109.68711619812586
1541268319.7813542,200,51,160,0,110.15174703421188
1541268319.8165653,201,52,160,0,110.78824568903032
1541268319.8550217,202,52,160,0,111.25050550713324
1541268319.890276,203.4,53,160,0,112.07784243077255
1541268319.9238274,205,53,160,0,112.80971110387746
1541268319.955234,206.6,54,160,0,113.73137782379587
1541268319.988793,208.2,54,160,0,114.45209916977363
1541268320.020892,209.8,55,160,0,115.37431728522066
1541268320.0538976,211,55,160,0,115.90650799951437
1541268320.0899932,212,55,160,0,116.346366057655
1541268320.1216264,213.2,55,160,0,116.86981308749907
1541268320.1547878,214.6,54,160,0,117.2527394372776
1541268320.1879356,216,54,160,0,117.84757825978816
1541268320.221722,217.8,54,160,0,118.60288486702561
1541268320.2535424,219.6,53,160,0,119.1182155648668
1541268320.277974,221,53,160,0,119.68718163919368
1541268320.2932642,222.2,52,160,0,119.9387556071066
1541268320.3072922,223.4,52,160,0,120.41451225484623
1541268320.3219893,224,52,160,0,120.65066795705286
1541268320.3363426,224.4,52,160,0,120.8074672865569
1541268320.3533542,224.8,52,160,0,120.96375653207353
1541268320.3673296,225.2,52,160,0,121.11953586413486
1541268320.3953805,225.4,52,160,0,121.19723437386381
1541268320.4284286,225.8,52,160,0,121.35224921891387
1541268320.4617252,226.2,52,160,0,121.50675470302792
1541268320.495946,226.8,52,160,0,121.73755847658018
1541268320.5319848,227.2,52,160,0,121.89079180184571
1541268320.5647907,227.8,52,160,0,122.11968885097514
1541268320.5970016,228.2,52,160,0,122.27165213373729
1541268320.6287787,228.8,52,160,0,122.49864594447965
1541268320.6641214,229.2,52,160,0,122.64934171284159
1541268320.7016628,229.6,51,160,0,122.55953822174283
1541268320.7352846,230,51,160,0,122.70865123713338
1541268320.7704287,230.4,51,160,0,122.85726747750192
1541268320.8033779,230.6,51,160,0,122.93138945882717
1541268320.8385003,230.8,51,160,0,123.00538743144939
1541268320.8703296,231,51,160,0,123.07926146007769
1541268320.9020498,231,51,160,0,123.07926146007769
1541268320.936088,231,52,160,0,123.32121567193957
1541268320.9678977,231,52,160,0,123.32121567193957
1541268321.001248,230.8,52,160,0,123.24706774933586
1541268321.0308852,230.4,52,160,0,123.09839376183243
1541268321.0606046,230,52,160,0,122.94921511659044
1541268321.090074,229.2,52,160,0,122.64934171284159
1541268321.1171825,227.8,53,160,0,122.36018098967571
1541268321.1427894,225.8,54,160,0,121.830137530058
1541268321.169436,223,54,160,0,120.72469347079064
1541268321.197711,220.2,54,160,0,119.59330551427391
1541268321.2271836,217,54,160,0,118.26851278712911
1541268321.2535715,213.8,54,160,0,116.90994259912657
1541268321.2831922,211,54,160,0,115.69369965939963
1541268321.3127978,208.8,53,160,0,114.51653208369788
1541268321.3419576,206.2,51,160,0,112.96981532500622
1541268321.3713071,204.2,50,160,0,111.89115844100674
1541268321.4006033,202.4,48,160,0,110.73523393799697
1541268321.4277809,200.8,47,160,0,109.85272238169594
1541268321.4611878,199.6,46,160,0,109.15561244543966
1541268321.4929173,198.8,45,160,0,108.64394761277626
1541268321.5246775,198,44,160,0,108.13808215559732
1541268321.5571377,197.6,42,160,0,107.6741711321359
1541268321.5890067,197,42,160,0,107.40930274695685
1541268321.6225421,196,41,160,0,106.8316687582415
1541268321.6547601,194.4,41,160,0,106.12329307003834
1541268321.6869736,192.4,40,160,0,105.10957512234047
1541268321.7180948,189.6,40,160,0,103.85635150169854
1541268321.749865,186.6,40,160,0,102.49847108322902
1541268321.783411,183.6,40,160,0,101.12617499144935
1541268321.8142128,181,40,160,0,99.92624550665171
1541268321.8461297,178.8,41,160,0,98.9775714478446
1541268321.8773384,177.2,41,160,0,98.22444958870966
1541268321.9081082,176,42,160,0,97.72182580013097
1541268321.9389606,175.2,42,160,0,97.3400537110531
1541268321.9686356,174.8,43,160,0,97.2093811294528
1541268321.9977012,174.6,43,160,0,97.11296169317538
1541268322.0262837,174.8,44,160,0,97.27086867580627
1541268322.0534592,175.2,44,160,0,97.46519085612141
1541268322.0800552,175.6,44,160,0,97.65934047243242
1541268322.1040184,175.8,44,160,0,97.756349248546
1541268322.1372306,176,44,160,0,97.85331330197822
1541268322.1644166,175.8,44,160,0,97.756349248546
1541268322.191126,175.6,44,160,0,97.65934047243242
