x_media,x,y,referencia,ang_control,angulo
152,152,117,160,0,80
152,152,117,160,0,80
152,152,117,160,0,80
152,152,117,160,0,80
152,152,117,160,0,80
152,152,117,160,0,80
153,153,118,160,0,80
153,153,118,160,0,80
154,154,119,160,0,80
157,157,121,160,0,80
159,159,123,160,0,80
163,163,125,160,0,100
163,163,125,160,0,100
167,167,128,160,0,100
172,172,131,160,0,100
178,178,132,160,0,100
178,178,132,160,0,100
184,184,132,160,0,100
188,188,125,160,0,100
185,185,6,160,0,100
185,185,8,160,0,100
183,183,11,160,0,100
183,183,11,160,0,100
181,181,13,160,0,100
180,180,17,160,0,100
178,178,20,160,0,100
176,176,25,160,0,100
176,176,25,160,0,100
175,175,31,160,0,100
172,172,37,160,0,100
170,170,47,160,0,100
170,170,47,160,0,100
168,168,59,160,0,100
165,165,78,160,0,100
162,162,96,160,0,100
162,162,96,160,0,100
157,157,98,160,0,80
152,152,101,160,0,80
146,146,104,160,0,80
139,139,110,160,0,80
132,132,117,160,0,80
132,132,117,160,0,80
125,125,126,160,0,80
122,122,133,160,0,80
128,128,5,160,0,80
135,135,9,160,0,80
135,135,9,160,0,80
146,146,14,160,0,80
157,157,21,160,0,80
157,157,21,160,0,80
169,169,29,160,0,100
184,184,41,160,0,100
200,200,60,160,0,100
222,222,90,160,0,110
222,222,90,160,0,110
241,241,94,160,0,110
263,263,100,160,0,120
282,282,107,160,0,120
290,290,114,160,0,120
293,293,128,160,0,120
293,293,128,160,0,120
286,286,125,160,0,120
236,236,7,160,0,110
225,225,11,160,0,110
213,213,18,160,0,110
213,213,18,160,0,110
203,203,27,160,0,110
193,193,38,160,0,100
182,182,59,160,0,100
182,182,59,160,0,100
171,171,92,160,0,100
150,150,96,160,0,80
125,125,104,160,0,80
125,125,104,160,0,80
100,100,112,160,0,70
74,74,124,160,0,70
50,50,130,160,0,60
52,52,7,160,0,70
44,44,15,160,0,60
44,44,15,160,0,60
44,44,25,160,0,60
50,50,34,160,0,60
63,63,49,160,0,70
63,63,49,160,0,70
77,77,75,160,0,70
94,94,95,160,0,70
120,120,101,160,0,80
120,120,101,160,0,80
148,148,108,160,0,80
181,181,117,160,0,100
219,219,133,160,0,110
244,244,6,160,0,110
244,244,6,160,0,110
276,276,14,160,0,120
305,305,23,160,0,120
316,316,8,160,0,120
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
317,317,1,160,0,120
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
80.0,80.0,160.0,160,0,70
