x_media,x,y,referencia,ang_control,angulo
136,136,98,160,0,80
136,136,98,160,0,80
136,136,98,160,0,80
136,136,98,160,0,80
136,136,98,160,0,80
136,136,97,160,0,80
137,137,98,160,0,80
137,137,98,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
137,137,97,160,0,80
138,138,97,160,0,80
138,138,97,160,0,80
138,138,97,160,0,80
139,139,97,160,0,80
139,139,97,160,0,80
140,140,97,160,0,80
140,140,98,160,0,80
141,141,98,160,0,80
142,142,98,160,0,80
142,142,98,160,0,80
144,144,99,160,0,80
145,145,100,160,0,80
146,146,100,160,0,80
148,148,101,160,0,80
148,148,101,160,0,80
150,150,102,160,0,80
152,152,102,160,0,80
153,153,103,160,0,80
153,153,103,160,0,80
156,156,104,160,0,80
158,158,105,160,0,80
160,160,106,160,0,80
162,162,108,160,0,100
162,162,108,160,0,100
164,164,109,160,0,100
167,167,111,160,0,100
169,169,112,160,0,100
171,171,113,160,0,100
171,171,113,160,0,100
173,173,115,160,0,100
173,173,116,160,0,100
173,173,117,160,0,100
173,173,118,160,0,100
173,173,118,160,0,100
172,172,120,160,0,100
172,172,121,160,0,100
172,172,122,160,0,100
172,172,122,160,0,100
171,171,123,160,0,100
