x_media,x,y,referencia,ang_control,angulo
158.8235294117647,140,108,160,0,76.5
157.7058823529412,141,108,160,0,76.5
156.58823529411765,141,109,160,0,76.5
155.47058823529412,141,109,160,0,76.5
154.35294117647058,141,109,160,0,76.5
153.23529411764707,141,109,160,0,76.5
152.1764705882353,142,109,160,0,76.5
151.1764705882353,143,109,160,0,76.5
150.1764705882353,143,109,160,0,76.5
149.2941176470588,145,110,160,0,76.5
148.58823529411765,148,110,160,0,76.5
148.11764705882354,152,111,160,0,76.5
147.88235294117646,156,111,160,0,76.5
147.94117647058823,161,111,160,0,76.5
148,161,111,160,0,76.5
148.35294117647058,166,112,160,0,76.5
149.11764705882354,173,113,160,0,76.5
151.52941176470588,181,114,160,0,76.5
154.41176470588235,190,117,160,0,76.5
157.2941176470588,190,117,160,0,76.5
160.7058823529412,199,118,160,0,95
164.76470588235293,210,120,160,0,95
169.47058823529412,221,121,160,0,95
174.8235294117647,233,115,160,0,95
180.05882352941177,232,70,160,0,95
185.2941176470588,232,70,160,0,95
190.41176470588235,232,16,160,0,95
196.05882352941177,244,18,160,0,95
201.94117647058823,252,22,160,0,100
207.88235294117646,257,26,160,0,100
213.52941176470588,257,26,160,0,100
219.52941176470588,263,33,160,0,100
225.64705882352942,270,40,160,0,100
231.8235294117647,278,49,160,0,100
238.05882352941177,287,58,160,0,100
243.76470588235293,287,58,160,0,100
249.76470588235293,292,67,160,0,100
255.47058823529412,296,74,160,0,110
260.6470588235294,298,73,160,0,110
265.2352941176471,299,72,160,0,110
269.29411764705884,302,73,160,0,110
273.4117647058824,302,73,160,0,110
277.70588235294116,305,78,160,0,110
281.70588235294116,300,75,160,0,110
284.7647058823529,296,79,160,0,110
287.3529411764706,296,79,160,0,110
289.29411764705884,290,83,160,0,110
290.5882352941176,279,84,160,0,110
289.7647058823529,249,46,160,0,110
287.05882352941177,224,17,160,0,110
283.4117647058824,216,22,160,0,110
279.2352941176471,216,22,160,0,110
274.52941176470586,207,29,160,0,110
269.1764705882353,201,38,160,0,110
263.11764705882354,193,51,160,0,110
256.4117647058824,184,67,160,0,110
249.64705882352942,184,67,160,0,100
242.1764705882353,175,91,160,0,100
233.7058823529412,158,103,160,0,100
223.64705882352942,134,108,160,0,100
212.1764705882353,105,111,160,0,100
199.1764705882353,75,115,160,0,95
184.35294117647058,44,118,160,0,95
169.88235294117646,44,118,160,0,95
155,26,95,160,0,76.5
141.1764705882353,14,18,160,0,76.5
128.2941176470588,5,21,160,0,76.5
120.29411764705883,80.0,160.0,160,0,76.5
112.29411764705883,80.0,160.0,160,0,76.5
104.82352941176471,80.0,160.0,160,0,76.5
97.70588235294117,80.0,160.0,160,0,72.0
91.05882352941177,80.0,160.0,160,0,72.0
84.94117647058823,80.0,160.0,160,0,72.0
78.82352941176471,80.0,160.0,160,0,72.0
73.23529411764706,80.0,160.0,160,0,72.0
64.17647058823529,4,2,160,0,72.0
56.94117647058823,11,5,160,0,72.0
52.05882352941177,22,7,160,0,72.0
49.8235294117647,37,11,160,0,63.0
50.35294117647059,53,14,160,0,72.0
50.88235294117647,53,14,160,0,72.0
53.35294117647059,68,17,160,0,72.0
57.588235294117645,86,24,160,0,72.0
63.35294117647059,103,32,160,0,72.0
65.70588235294117,120,45,160,0,72.0
68.05882352941177,120,45,160,0,72.0
71.58823529411765,140,64,160,0,72.0
76.29411764705883,160,88,160,0,72.0
83.11764705882354,196,106,160,0,72.0
92.94117647058823,247,111,160,0,72.0
105.6470588235294,296,109,160,0,76.5
118.3529411764706,296,109,160,0,76.5
122.82352941176471,80.0,160.0,160,0,76.5
126.88235294117646,80.0,160.0,160,0,76.5
130.2941176470588,80.0,160.0,160,0,76.5
132.8235294117647,80.0,160.0,160,0,76.5
134.41176470588235,80.0,160.0,160,0,76.5
136.0,80.0,160.0,160,0,76.5
136.7058823529412,80.0,160.0,160,0,76.5
136.35294117647058,80.0,160.0,160,0,76.5
135.0,80.0,160.0,160,0,76.5
132.64705882352942,80.0,160.0,160,0,76.5
130.2941176470588,80.0,160.0,160,0,76.5
126.76470588235294,80.0,160.0,160,0,76.5
122.05882352941177,80.0,160.0,160,0,76.5
115.23529411764706,80.0,160.0,160,0,76.5
105.41176470588235,80.0,160.0,160,0,76.5
92.70588235294117,80.0,160.0,160,0,72.0
80.0,80.0,160.0,160,0,72.0
80.0,80.0,160.0,160,0,72.0
80.0,80.0,160.0,160,0,72.0
