x_media,x,y,referencia,ang_control,angulo
143.42857142857142,44,17,160,0,76.5
126.28571428571429,40,14,160,0,76.5
109.14285714285714,40,14,160,0,76.5
91.85714285714286,39,14,160,0,72.0
74.57142857142857,39,14,160,0,72.0
57.285714285714285,39,14,160,0,72.0
39.857142857142854,38,13,160,0,63.0
38.714285714285715,36,11,160,0,63.0
38.142857142857146,36,12,160,0,63.0
37.57142857142857,36,11,160,0,63.0
37.142857142857146,36,12,160,0,63.0
36.714285714285715,36,12,160,0,63.0
36.285714285714285,36,12,160,0,63.0
36,36,12,160,0,63.0
36,36,11,160,0,63.0
36,36,12,160,0,63.0
36,36,12,160,0,63.0
36,36,12,160,0,63.0
36.142857142857146,37,13,160,0,63.0
36.285714285714285,37,12,160,0,63.0
36.42857142857143,37,12,160,0,63.0
36.714285714285715,38,13,160,0,63.0
37,38,13,160,0,63.0
37.285714285714285,38,13,160,0,63.0
37.714285714285715,39,14,160,0,63.0
37.857142857142854,38,14,160,0,63.0
38.285714285714285,40,14,160,0,63.0
38.714285714285715,40,14,160,0,63.0
39,40,14,160,0,63.0
39.285714285714285,40,14,160,0,63.0
39.57142857142857,40,14,160,0,63.0
39.714285714285715,40,14,160,0,63.0
40,40,14,160,0,63.0
39.857142857142854,39,14,160,0,63.0
39.714285714285715,39,14,160,0,63.0
39.714285714285715,40,14,160,0,63.0
39.714285714285715,40,14,160,0,63.0
39.714285714285715,40,14,160,0,63.0
39.714285714285715,40,14,160,0,63.0
39.57142857142857,39,14,160,0,63.0
39.57142857142857,39,14,160,0,63.0
39.57142857142857,39,14,160,0,63.0
39.285714285714285,38,14,160,0,63.0
39,38,14,160,0,63.0
38.714285714285715,38,13,160,0,63.0
38.42857142857143,38,14,160,0,63.0
38.285714285714285,38,13,160,0,63.0
38.285714285714285,39,14,160,0,63.0
38.285714285714285,39,14,160,0,63.0
38.42857142857143,39,15,160,0,63.0
38.42857142857143,38,14,160,0,63.0
38.57142857142857,39,14,160,0,63.0
38.57142857142857,38,14,160,0,63.0
38.57142857142857,38,14,160,0,63.0
38.42857142857143,38,14,160,0,63.0
38.285714285714285,38,14,160,0,63.0
38.142857142857146,38,14,160,0,63.0
38.142857142857146,38,14,160,0,63.0
38,38,14,160,0,63.0
38,38,14,160,0,63.0
38,38,14,160,0,63.0
37.857142857142854,37,13,160,0,63.0
37.714285714285715,37,13,160,0,63.0
37.857142857142854,39,14,160,0,63.0
38,39,14,160,0,63.0
38,38,14,160,0,63.0
38,38,14,160,0,63.0
38.142857142857146,39,14,160,0,63.0
38.42857142857143,39,14,160,0,63.0
38.57142857142857,38,14,160,0,63.0
38,35,11,160,0,63.0
37.42857142857143,35,12,160,0,63.0
37,35,11,160,0,63.0
36.57142857142857,35,11,160,0,63.0
35.857142857142854,34,11,160,0,63.0
35.142857142857146,34,11,160,0,63.0
34.57142857142857,34,11,160,0,63.0
34.285714285714285,33,11,160,0,63.0
34,33,11,160,0,63.0
33.714285714285715,33,12,160,0,63.0
33.42857142857143,33,12,160,0,63.0
33.42857142857143,34,12,160,0,63.0
57.42857142857143,202,30,160,0,72.0
81.42857142857143,202,30,160,0,72.0
110.42857142857143,236,39,160,0,76.5
140.42857142857142,243,43,160,0,76.5
170.57142857142858,244,47,160,0,95
200.42857142857142,242,48,160,0,100
229.71428571428572,239,51,160,0,100
234.28571428571428,234,55,160,0,100
238.85714285714286,234,55,160,0,100
237.42857142857142,226,57,160,0,100
233.57142857142858,216,60,160,0,100
228.14285714285714,206,66,160,0,100
221.57142857142858,196,71,160,0,100
213.85714285714286,185,73,160,0,100
205.28571428571428,174,73,160,0,100
195.14285714285714,163,72,160,0,95
184.85714285714286,154,71,160,0,95
176,154,71,160,0,95
167.57142857142858,147,69,160,0,95
159.71428571428572,141,66,160,0,76.5
152.57142857142858,135,64,160,0,76.5
146.57142857142858,132,64,160,0,76.5
141.85714285714286,130,63,160,0,76.5
138.57142857142858,131,63,160,0,76.5
135.85714285714286,135,64,160,0,76.5
135.28571428571428,143,65,160,0,76.5
136.85714285714286,152,64,160,0,76.5
141,164,63,160,0,76.5
147.42857142857142,177,62,160,0,76.5
155.85714285714286,189,62,160,0,76.5
165.71428571428572,200,61,160,0,95
176.57142857142858,211,62,160,0,95
187.28571428571428,218,62,160,0,95
197.42857142857142,223,62,160,0,95
206,224,63,160,0,100
212.71428571428572,224,63,160,0,100
217.28571428571428,221,62,160,0,100
219.28571428571428,214,63,160,0,100
218.14285714285714,203,62,160,0,100
214.14285714285714,190,61,160,0,100
207.42857142857142,176,59,160,0,100
198.42857142857142,161,57,160,0,95
187.42857142857142,147,54,160,0,95
176.85714285714286,147,54,160,0,95
165.71428571428572,136,46,160,0,95
154.85714285714286,127,41,160,0,76.5
144.85714285714286,120,38,160,0,76.5
136.28571428571428,116,36,160,0,76.5
129.57142857142858,114,36,160,0,76.5
125,115,40,160,0,76.5
121.57142857142857,123,42,160,0,76.5
119.71428571428571,123,42,160,0,76.5
120.85714285714286,135,45,160,0,76.5
125,149,48,160,0,76.5
131.85714285714286,164,51,160,0,76.5
141,178,51,160,0,76.5
150,178,51,160,0,76.5
159.57142857142858,190,52,160,0,76.5
170.57142857142858,200,49,160,0,95
180.85714285714286,207,48,160,0,95
189.71428571428572,211,48,160,0,95
196.42857142857142,211,49,160,0,95
200.57142857142858,207,47,160,0,100
203.71428571428572,200,46,160,0,100
203.71428571428572,190,43,160,0,100
202.28571428571428,190,43,160,0,100
198.14285714285714,178,42,160,0,95
191.71428571428572,166,40,160,0,95
183.42857142857142,153,39,160,0,95
174.14285714285714,142,36,160,0,95
164.71428571428572,134,33,160,0,95
156.14285714285714,130,32,160,0,76.5
147.28571428571428,128,33,160,0,76.5
140.71428571428572,132,36,160,0,76.5
135.85714285714286,132,36,160,0,76.5
134.14285714285714,141,38,160,0,76.5
135.57142857142858,152,40,160,0,76.5
139.71428571428572,163,43,160,0,76.5
146,174,41,160,0,76.5
153.57142857142858,181,41,160,0,76.5
161.14285714285714,185,43,160,0,95
168.71428571428572,185,43,160,0,95
175,185,43,160,0,95
179.28571428571428,182,44,160,0,95
181.28571428571428,177,45,160,0,95
180.57142857142858,169,43,160,0,95
177.57142857142858,160,40,160,0,95
172.71428571428572,151,36,160,0,95
166.57142857142858,142,32,160,0,95
159.14285714285714,133,30,160,0,76.5
152.14285714285714,133,30,160,0,76.5
144.57142857142858,124,29,160,0,76.5
137,116,28,160,0,76.5
130.14285714285714,112,27,160,0,76.5
124.42857142857143,111,26,160,0,76.5
120,111,27,160,0,76.5
116.85714285714286,111,27,160,0,76.5
114.42857142857143,116,29,160,0,76.5
114.42857142857143,124,30,160,0,76.5
117,134,32,160,0,76.5
121.85714285714286,146,33,160,0,76.5
128.42857142857142,157,34,160,0,76.5
136.28571428571428,166,36,160,0,76.5
144.14285714285714,166,36,160,0,76.5
152.14285714285714,172,37,160,0,76.5
159.57142857142858,176,37,160,0,76.5
165.71428571428572,177,37,160,0,95
169.85714285714286,175,37,160,0,95
172,172,36,160,0,95
172.28571428571428,168,35,160,0,95
172.57142857142858,168,35,160,0,95
171.28571428571428,163,35,160,0,95
168.71428571428572,158,35,160,0,95
165.57142857142858,155,34,160,0,95
162.28571428571428,152,34,160,0,95
159.14285714285714,150,34,160,0,76.5
156.42857142857142,149,34,160,0,76.5
153.57142857142858,148,34,160,0,76.5
151.42857142857142,148,34,160,0,76.5
149.85714285714286,147,34,160,0,76.5
148.71428571428572,147,34,160,0,76.5
148.14285714285714,148,34,160,0,76.5
148,149,35,160,0,76.5
148.28571428571428,151,35,160,0,76.5
