x_media,x,y,referencia,ang_control,angulo
160,160,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,111,160,0,80
159,159,111,160,0,80
159,159,111,160,0,80
159,159,111,160,0,80
159,159,111,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,111,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,111,160,0,80
159,159,111,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,111,160,0,80
159,159,111,160,0,80
158,158,111,160,0,80
158,158,111,160,0,80
159,159,111,160,0,80
159,159,111,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
159,159,112,160,0,80
158,158,112,160,0,80
158,158,112,160,0,80
158,158,112,160,0,80
157,157,113,160,0,80
157,157,113,160,0,80
155,155,112,160,0,80
155,155,112,160,0,80
150,150,108,160,0,80
147,147,106,160,0,80
150,150,108,160,0,80
153,153,110,160,0,80
156,156,113,160,0,80
157,157,115,160,0,80
157,157,116,160,0,80
157,157,116,160,0,80
155,155,117,160,0,80
155,155,117,160,0,80
153,153,117,160,0,80
149,149,118,160,0,80
147,147,122,160,0,80
136,136,119,160,0,80
123,123,116,160,0,80
109,109,116,160,0,80
96,96,119,160,0,70
83,83,122,160,0,70
71,71,125,160,0,70
57,57,122,160,0,70
45,45,121,160,0,60
35,35,121,160,0,60
28,28,125,160,0,60
25,25,126,160,0,60
23,23,126,160,0,60
23,23,126,160,0,60
22,22,126,160,0,60
22,22,126,160,0,60
22,22,125,160,0,60
23,23,124,160,0,60
24,24,123,160,0,60
25,25,122,160,0,60
27,27,121,160,0,60
30,30,120,160,0,60
39,39,118,160,0,60
53,53,117,160,0,70
70,70,116,160,0,70
70,70,116,160,0,70
89,89,115,160,0,70
108,108,114,160,0,80
127,127,113,160,0,80
145,145,113,160,0,80
150,150,105,160,0,80
141,141,92,160,0,80
135,135,80,160,0,80
141,141,75,160,0,80
156,156,74,160,0,80
175,175,76,160,0,100
194,194,79,160,0,100
215,215,83,160,0,110
231,231,85,160,0,110
240,240,85,160,0,110
240,240,85,160,0,110
241,241,83,160,0,110
235,235,79,160,0,110
222,222,69,160,0,110
214,214,62,160,0,110
206,206,57,160,0,110
205,205,56,160,0,110
210,210,59,160,0,110
218,218,65,160,0,110
233,233,75,160,0,110
250,250,86,160,0,110
259,259,93,160,0,120
266,266,98,160,0,120
266,266,98,160,0,120
270,270,101,160,0,120
271,271,104,160,0,120
270,270,106,160,0,120
259,259,106,160,0,120
259,259,106,160,0,120
241,241,104,160,0,110
220,220,103,160,0,110
197,197,100,160,0,100
197,197,100,160,0,100
174,174,98,160,0,100
164,164,103,160,0,100
166,166,113,160,0,100
166,166,113,160,0,100
150,150,113,160,0,80
134,134,113,160,0,80
116,116,113,160,0,80
116,116,113,160,0,80
98,98,114,160,0,70
80,80,116,160,0,70
62,62,118,160,0,70
44,44,121,160,0,60
44,44,121,160,0,60
27,27,124,160,0,60
20,20,126,160,0,60
15,15,129,160,0,60
15,15,129,160,0,60
12,12,131,160,0,60
11,11,132,160,0,60
12,12,131,160,0,60
12,12,131,160,0,60
14,14,129,160,0,60
17,17,127,160,0,60
21,21,125,160,0,60
21,21,125,160,0,60
26,26,123,160,0,60
38,38,121,160,0,60
56,56,119,160,0,70
56,56,119,160,0,70
75,75,118,160,0,70
95,95,117,160,0,70
113,113,116,160,0,80
113,113,116,160,0,80
131,131,115,160,0,80
147,147,115,160,0,80
160,160,112,160,0,80
160,160,112,160,0,80
145,145,96,160,0,80
142,142,85,160,0,80
157,157,84,160,0,80
173,173,83,160,0,100
173,173,83,160,0,100
187,187,83,160,0,100
208,208,86,160,0,110
234,234,94,160,0,110
234,234,94,160,0,110
248,248,99,160,0,110
257,257,103,160,0,120
257,257,103,160,0,120
254,254,103,160,0,120
245,245,103,160,0,110
230,230,102,160,0,110
207,207,99,160,0,110
185,185,96,160,0,100
185,185,96,160,0,100
160,160,93,160,0,80
143,143,91,160,0,80
145,145,100,160,0,80
145,145,100,160,0,80
151,151,109,160,0,80
158,158,116,160,0,80
158,158,118,160,0,80
155,155,119,160,0,80
155,155,119,160,0,80
153,153,119,160,0,80
153,153,118,160,0,80
154,154,118,160,0,80
154,154,118,160,0,80
155,155,118,160,0,80
158,158,118,160,0,80
160,160,118,160,0,80
160,160,118,160,0,80
162,162,117,160,0,100
163,163,117,160,0,100
164,164,117,160,0,100
164,164,117,160,0,100
164,164,117,160,0,100
163,163,117,160,0,100
162,162,118,160,0,100
161,161,118,160,0,100
161,161,118,160,0,100
161,161,118,160,0,100
161,161,118,160,0,100
163,163,118,160,0,100
163,163,118,160,0,100
164,164,118,160,0,100
165,165,118,160,0,100
165,165,118,160,0,100
165,165,118,160,0,100
165,165,118,160,0,100
165,165,118,160,0,100
164,164,118,160,0,100
165,165,118,160,0,100
165,165,117,160,0,100
165,165,117,160,0,100
165,165,117,160,0,100
165,165,117,160,0,100
165,165,117,160,0,100
165,165,117,160,0,100
165,165,117,160,0,100
165,165,116,160,0,100
164,164,116,160,0,100
164,164,115,160,0,100
163,163,115,160,0,100
163,163,115,160,0,100
163,163,115,160,0,100
164,164,115,160,0,100
164,164,115,160,0,100
164,164,115,160,0,100
163,163,115,160,0,100
163,163,115,160,0,100
163,163,114,160,0,100
162,162,115,160,0,100
162,162,115,160,0,100
163,163,115,160,0,100
163,163,115,160,0,100
163,163,114,160,0,100
163,163,115,160,0,100
163,163,115,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
162,162,114,160,0,100
161,161,114,160,0,100
160,160,113,160,0,80
160,160,113,160,0,80
160,160,113,160,0,80
160,160,113,160,0,80
160,160,113,160,0,80
160,160,113,160,0,80
160,160,113,160,0,80
160,160,113,160,0,80
160,160,112,160,0,80
160,160,112,160,0,80
160,160,112,160,0,80
160,160,112,160,0,80
160,160,112,160,0,80
160,160,112,160,0,80
160,160,113,160,0,80
160,160,113,160,0,80
160,160,113,160,0,80
161,161,114,160,0,100
161,161,114,160,0,100
161,161,114,160,0,100
161,161,114,160,0,100
162,162,115,160,0,100
162,162,115,160,0,100
162,162,116,160,0,100
162,162,116,160,0,100
163,163,118,160,0,100
163,163,119,160,0,100
163,163,119,160,0,100
160,160,119,160,0,80
159,159,121,160,0,80
159,159,121,160,0,80
154,154,124,160,0,80
154,154,124,160,0,80
155,155,125,160,0,80
157,157,126,160,0,80
159,159,127,160,0,80
159,159,127,160,0,80
161,161,123,160,0,100
159,159,108,160,0,80
141,141,19,160,0,80
141,141,19,160,0,80
147,147,13,160,0,80
154,154,14,160,0,80
156,156,13,160,0,80
156,156,13,160,0,80
178,178,12,160,0,100
181,181,14,160,0,100
173,173,16,160,0,100
176,176,19,160,0,100
176,176,19,160,0,100
178,178,22,160,0,100
183,183,24,160,0,100
189,189,28,160,0,100
189,189,28,160,0,100
193,193,32,160,0,100
202,202,37,160,0,110
206,206,42,160,0,110
206,206,42,160,0,110
205,205,47,160,0,110
205,205,53,160,0,110
205,205,61,160,0,110
205,205,61,160,0,110
199,199,67,160,0,100
195,195,76,160,0,100
193,193,86,160,0,100
191,191,95,160,0,100
191,191,95,160,0,100
187,187,97,160,0,100
181,181,98,160,0,100
176,176,100,160,0,100
176,176,100,160,0,100
172,172,102,160,0,100
168,168,104,160,0,100
165,165,106,160,0,100
160,160,107,160,0,80
160,160,107,160,0,80
156,156,110,160,0,80
152,152,112,160,0,80
147,147,114,160,0,80
147,147,114,160,0,80
143,143,117,160,0,80
142,142,121,160,0,80
144,144,126,160,0,80
144,144,126,160,0,80
148,148,129,160,0,80
152,152,131,160,0,80
157,157,131,160,0,80
160,160,117,160,0,80
160,160,117,160,0,80
157,157,7,160,0,80
162,162,9,160,0,100
167,167,11,160,0,100
159,159,12,160,0,80
159,159,12,160,0,80
148,148,14,160,0,80
138,138,16,160,0,80
137,137,18,160,0,80
137,137,20,160,0,80
137,137,20,160,0,80
137,137,23,160,0,80
140,140,27,160,0,80
145,145,32,160,0,80
145,145,32,160,0,80
153,153,37,160,0,80
163,163,45,160,0,100
175,175,54,160,0,100
188,188,66,160,0,100
188,188,66,160,0,100
196,196,73,160,0,100
194,194,69,160,0,100
190,190,66,160,0,100
199,199,67,160,0,100
199,199,67,160,0,100
198,198,68,160,0,100
215,215,73,160,0,110
227,227,78,160,0,110
227,227,78,160,0,110
228,228,80,160,0,110
238,238,85,160,0,110
231,231,86,160,0,110
213,213,83,160,0,110
213,213,83,160,0,110
204,204,84,160,0,110
198,198,83,160,0,100
171,171,74,160,0,100
119,119,54,160,0,80
119,119,54,160,0,80
67,67,16,160,0,70
94,94,11,160,0,70
103,103,12,160,0,80
123,123,13,160,0,80
123,123,13,160,0,80
142,142,16,160,0,80
144,144,20,160,0,80
147,147,24,160,0,80
147,147,28,160,0,80
147,147,28,160,0,80
153,153,33,160,0,80
161,161,38,160,0,100
158,158,40,160,0,80
158,158,40,160,0,80
143,143,39,160,0,80
119,119,36,160,0,80
101,101,33,160,0,80
78,78,23,160,0,70
78,78,23,160,0,70
30,30,12,160,0,60
30,30,10,160,0,60
35,35,10,160,0,60
42,42,7,160,0,60
42,42,7,160,0,60
50,50,7,160,0,60
59,59,7,160,0,70
69,69,8,160,0,70
80,80,9,160,0,70
80,80,9,160,0,70
89,89,10,160,0,70
99,99,11,160,0,70
109,109,12,160,0,80
114,114,13,160,0,80
114,114,13,160,0,80
121,121,14,160,0,80
127,127,14,160,0,80
133,133,15,160,0,80
133,133,15,160,0,80
139,139,15,160,0,80
145,145,16,160,0,80
150,150,16,160,0,80
154,154,14,160,0,80
154,154,14,160,0,80
157,157,13,160,0,80
160,160,14,160,0,80
165,165,14,160,0,100
165,165,14,160,0,100
169,169,14,160,0,100
174,174,15,160,0,100
179,179,16,160,0,100
183,183,15,160,0,100
183,183,15,160,0,100
184,184,15,160,0,100
183,183,16,160,0,100
183,183,16,160,0,100
182,182,16,160,0,100
182,182,16,160,0,100
181,181,16,160,0,100
181,181,16,160,0,100
180,180,17,160,0,100
179,179,17,160,0,100
179,179,17,160,0,100
178,178,17,160,0,100
177,177,18,160,0,100
177,177,18,160,0,100
177,177,18,160,0,100
175,175,17,160,0,100
174,174,17,160,0,100
174,174,17,160,0,100
174,174,17,160,0,100
174,174,17,160,0,100
173,173,17,160,0,100
173,173,17,160,0,100
173,173,17,160,0,100
173,173,17,160,0,100
173,173,17,160,0,100
173,173,17,160,0,100
172,172,17,160,0,100
173,173,17,160,0,100
173,173,17,160,0,100
173,173,17,160,0,100
174,174,17,160,0,100
175,175,17,160,0,100
176,176,19,160,0,100
176,176,19,160,0,100
178,178,19,160,0,100
179,179,19,160,0,100
178,178,18,160,0,100
178,178,17,160,0,100
178,178,17,160,0,100
178,178,16,160,0,100
182,182,15,160,0,100
191,191,16,160,0,100
191,191,16,160,0,100
193,193,15,160,0,100
194,194,14,160,0,100
197,197,14,160,0,100
197,197,13,160,0,100
197,197,13,160,0,100
194,194,11,160,0,100
188,188,7,160,0,100
186,186,6,160,0,100
186,186,6,160,0,100
190,190,6,160,0,100
180,180,6,160,0,100
166,166,7,160,0,100
152,152,8,160,0,80
152,152,8,160,0,80
138,138,7,160,0,80
120,120,6,160,0,80
102,102,5,160,0,80
86,86,4,160,0,70
86,86,4,160,0,70
66,66,3,160,0,70
49,49,2,160,0,60
156,156,18,160,0,80
156,156,18,160,0,80
198,198,36,160,0,100
175,175,35,160,0,100
162,162,32,160,0,100
156,156,25,160,0,80
156,156,25,160,0,80
165,165,23,160,0,100
144,144,25,160,0,80
119,119,26,160,0,80
103,103,30,160,0,80
103,103,30,160,0,80
96,96,32,160,0,70
87,87,34,160,0,70
83,83,35,160,0,70
80,80,36,160,0,70
80,80,35,160,0,70
80,80,35,160,0,70
75,75,29,160,0,70
74,74,30,160,0,70
75,75,31,160,0,70
75,75,30,160,0,70
77,77,30,160,0,70
77,77,30,160,0,70
77,77,30,160,0,70
76,76,30,160,0,70
76,76,30,160,0,70
77,77,30,160,0,70
76,76,30,160,0,70
76,76,30,160,0,70
75,75,29,160,0,70
75,75,29,160,0,70
75,75,29,160,0,70
75,75,29,160,0,70
75,75,29,160,0,70
75,75,29,160,0,70
75,75,29,160,0,70
75,75,29,160,0,70
75,75,30,160,0,70
75,75,29,160,0,70
75,75,29,160,0,70
75,75,30,160,0,70
75,75,29,160,0,70
73,73,29,160,0,70
74,74,29,160,0,70
73,73,29,160,0,70
73,73,29,160,0,70
73,73,29,160,0,70
73,73,29,160,0,70
73,73,29,160,0,70
73,73,29,160,0,70
73,73,29,160,0,70
73,73,29,160,0,70
74,74,29,160,0,70
74,74,29,160,0,70
73,73,29,160,0,70
71,71,29,160,0,70
72,72,29,160,0,70
72,72,29,160,0,70
72,72,29,160,0,70
72,72,29,160,0,70
72,72,29,160,0,70
71,71,29,160,0,70
72,72,29,160,0,70
71,71,29,160,0,70
72,72,29,160,0,70
71,71,29,160,0,70
71,71,29,160,0,70
71,71,29,160,0,70
71,71,29,160,0,70
71,71,29,160,0,70
71,71,29,160,0,70
70,70,29,160,0,70
70,70,28,160,0,70
