x_media,x,y,referencia,ang_control,angulo
157.4,147,19,160,0,119.675
154.8,147,19,160,0,119.35
152.2,147,19,160,0,119.02499999999999
149.6,147,19,160,0,118.69999999999999
147,147,19,160,0,118.375
147,147,19,160,0,118.375
147,147,19,160,0,118.375
147,147,19,160,0,118.375
147,147,19,160,0,118.375
147,147,19,160,0,118.375
147,147,19,160,0,118.375
147,147,19,160,0,118.375
147,147,19,160,0,118.375
147,147,19,160,0,118.375
147,147,19,160,0,118.375
146.8,146,19,160,0,118.35
146.8,147,19,160,0,118.35
146.6,146,19,160,0,118.32499999999999
146.6,147,19,160,0,118.32499999999999
146.4,146,19,160,0,118.3
146.4,146,19,160,0,118.3
146.2,146,19,160,0,118.27499999999999
146.2,146,19,160,0,118.27499999999999
146,146,19,160,0,118.25
146,146,19,160,0,118.25
146,146,19,160,0,118.25
146,146,19,160,0,118.25
146,146,19,160,0,118.25
146,146,19,160,0,118.25
146,146,19,160,0,118.25
146,146,19,160,0,118.25
145.8,145,20,160,0,118.225
145.6,145,20,160,0,118.19999999999999
145.4,145,20,160,0,118.175
145,144,21,160,0,118.125
144.4,143,21,160,0,118.05
143.8,142,22,160,0,117.975
143.2,142,22,160,0,117.89999999999999
142.4,141,23,160,0,117.8
141.6,140,25,160,0,117.69999999999999
140.6,138,26,160,0,117.57499999999999
139.6,137,27,160,0,117.44999999999999
138.2,135,29,160,0,117.27499999999999
137,135,29,160,0,117.125
135.4,132,30,160,0,116.925
133.8,130,32,160,0,116.725
131.8,127,34,160,0,116.475
129.6,124,36,160,0,116.19999999999999
126.8,121,39,160,0,115.85
124.6,121,39,160,0,115.57499999999999
122.2,118,41,160,0,115.27499999999999
119.8,115,44,160,0,114.975
117.2,111,47,160,0,114.64999999999999
114.6,108,50,160,0,114.32499999999999
111.2,104,53,160,0,113.89999999999999
107.6,100,57,160,0,113.44999999999999
104.6,100,57,160,0,113.07499999999999
101.6,96,61,160,0,112.69999999999999
98.4,92,65,160,0,112.3
95.2,88,69,160,0,111.89999999999999
92,84,73,160,0,111.5
88.8,84,73,160,0,111.1
85.6,80,77,160,0,110.69999999999999
82.4,76,81,160,0,110.3
79.4,73,85,160,0,109.925
76.4,69,89,160,0,109.55
72.6,65,94,160,0,109.07499999999999
69,62,96,160,0,108.625
66.2,62,96,160,0,108.27499999999999
63.6,60,97,160,0,107.94999999999999
61.6,59,97,160,0,107.69999999999999
60,57,97,160,0,107.5
58.8,56,97,160,0,107.35
57.6,56,97,160,0,107.19999999999999
56.6,55,97,160,0,107.07499999999999
55.8,55,97,160,0,106.975
55.4,55,98,160,0,106.925
55.2,55,98,160,0,106.89999999999999
55,55,98,160,0,106.875
55,55,98,160,0,106.875
55,55,97,160,0,106.875
55,55,98,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55.2,56,97,160,0,106.89999999999999
55.4,56,97,160,0,106.925
55.4,55,97,160,0,106.925
55.4,55,97,160,0,106.925
55.4,55,97,160,0,106.925
55.2,55,97,160,0,106.89999999999999
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
55,55,97,160,0,106.875
54.8,54,97,160,0,106.85
54.6,54,97,160,0,106.82499999999999
54.4,54,97,160,0,106.8
54,53,97,160,0,106.75
53.8,54,98,160,0,106.725
54,55,98,160,0,106.75
54.6,57,97,160,0,106.82499999999999
55.2,57,97,160,0,106.89999999999999
56.4,59,96,160,0,107.05
58.2,63,94,160,0,107.27499999999999
61,69,90,160,0,107.625
65.2,78,84,160,0,108.14999999999999
71.4,88,80,160,0,108.925
77.2,88,80,160,0,109.64999999999999
84.4,99,79,160,0,110.55
93,112,80,160,0,111.625
102.4,125,82,160,0,112.8
112.4,138,85,160,0,114.05
124.8,150,93,160,0,115.6
135,150,93,160,0,116.875
145,162,97,160,0,118.125
155.2,176,99,160,0,119.39999999999999
166,192,101,160,0,120.75
177.8,209,102,160,0,122.225
193.6,229,103,160,0,124.19999999999999
211,249,104,160,0,126.375
228.6,264,104,160,0,128.575
236.4,231,92,160,0,129.55
230.6,180,84,160,0,128.825
214.6,149,79,160,0,126.82499999999999
191.8,135,77,160,0,123.975
163.6,123,75,160,0,120.44999999999999
141.4,120,75,160,0,117.675
132.4,135,77,160,0,116.55
134.6,160,79,160,0,116.82499999999999
146.2,193,83,160,0,118.27499999999999
166.4,224,87,160,0,120.8
193.6,256,91,160,0,124.19999999999999
221.4,274,91,160,0,127.675
246,283,93,160,0,130.75
261.8,272,92,160,0,132.725
268.8,259,90,160,0,133.6
266.2,243,87,160,0,133.27499999999998
256.8,227,84,160,0,132.1
242.2,210,82,160,0,130.27499999999998
226.8,195,80,160,0,128.35
211.2,181,79,160,0,126.39999999999999
198.8,181,79,160,0,124.85
187.2,169,80,160,0,123.39999999999999
176.6,157,83,160,0,122.07499999999999
166.8,146,88,160,0,120.85
157.4,134,95,160,0,119.675
145.6,122,102,160,0,118.19999999999999
134.2,112,104,160,0,116.77499999999999
123.6,104,105,160,0,115.44999999999999
113.6,96,104,160,0,114.19999999999999
103.2,82,102,160,0,112.89999999999999
94.4,78,100,160,0,111.8
86.8,74,98,160,0,110.85
80.2,71,98,160,0,110.02499999999999
75.2,71,98,160,0,109.39999999999999
73,71,97,160,0,109.125
71.8,72,96,160,0,108.975
71.6,73,95,160,0,108.94999999999999
72.4,75,93,160,0,109.05
73.2,75,93,160,0,109.14999999999999
74.4,77,91,160,0,109.3
75.8,79,90,160,0,109.475
77.6,82,89,160,0,109.69999999999999
79.2,83,88,160,0,109.89999999999999
81,84,88,160,0,110.125
82.4,84,88,160,0,110.3
83.6,85,88,160,0,110.44999999999999
84,84,88,160,0,110.5
84,83,87,160,0,110.5
83.4,81,87,160,0,110.425
82.4,79,87,160,0,110.3
81.2,79,87,160,0,110.14999999999999
79.8,77,86,160,0,109.975
78.4,76,85,160,0,109.8
77,74,84,160,0,109.625
75.8,73,84,160,0,109.475
74,70,84,160,0,109.25
71.8,66,85,160,0,108.975
69.8,66,85,160,0,108.725
67.2,61,86,160,0,108.39999999999999
63.8,56,86,160,0,107.975
59.8,50,86,160,0,107.475
55.8,46,86,160,0,106.975
51.8,46,86,160,0,106.475
